id,text
136291,"{o3oW}, {oT}: Create a 2/2 white Knight creature token with vigilance."
136292,Target attacking creature gets +2/+2 until end of turn. Each attacking non-Human creature gains trample until end of turn.
136293,"Whenever you draw your second card each turn, CARDNAME gets +1/+1 and gains first strike until end of turn."
136294,Up to three target creatures can't block this turn. Destroy any of them that are Walls.
136296,{oT}: Move a +1/+1 counter from CARDNAME onto target creature. Activate only as a sorcery.
136297,"When CARDNAME enters, another target Knight you control gets +2/+2 and gains trample and haste until end of turn."
136298,Gain control of target creature with mana value 3 or less until end of turn. Untap that creature. It gains haste until end of turn.
136299,Equipped creature gets +1/+0 and has haste.
136300,CARDNAME enters tapped unless you control a Forest.
136301,This spell costs {o1} less to cast for each attacking creature you control.
136302,"{o2oGoG}, {oT}: Add six {oG}. Spend this mana only to cast creature spells or activate abilities of creatures."
136303,"When you gain life for the first time each turn, return this card from your graveyard to your hand."
136304,Equipped creature gets +1/+1 and has double strike and trample.
136305,"Whenever CARDNAME attacks, another target attacking Knight you control gets +1/+0 until end of turn."
136306,CARDNAME enters tapped unless you control three or more other Mountains.
136307,Equip abilities you activate that target CARDNAME cost {o3} less to activate.
136308,You can cast spells only during your turn and you can cast no more than two spells each turn.
136309,CARDNAME deals 5 damage to target creature with flying. Create a Food token.
136310,You may cast spells with mana value less than or equal to the number of lands you control without paying their mana costs.
136311,Add seven {oR}. You can cast only one more spell this turn.
136312,"When CARDNAME enters untapped, put a +1/+1 counter on target creature you control."
136313,"Whenever CARDNAME deals combat damage to an opponent, it deals that much damage to target planeswalker that player controls."
136314,"Whenever you draw your second card each turn, CARDNAME deals 3 damage to any target."
136315,"Whenever you draw your second card each turn, create two 1/1 black Rat creature tokens."
136316,"{o2oR}, Discard a card: Draw a card."
136317,"Whenever CARDNAME attacks, another target attacking Knight gains menace until end of turn."
136318,"When CARDNAME enters, choose target Human or artifact an opponent controls. For as long as CARDNAME remains on the battlefield, gain control of that permanent, it loses all abilities, and it can't attack or block."
136319,"When CARDNAME enters untapped, you may put target creature card from your graveyard on top of your library."
136320,"Whenever CARDNAME attacks, you may tap an untapped non-Human creature you control. If you do, CARDNAME gets +1/+1 and gains trample until end of turn."
136321,"Until end of turn, each creature you control has base power and toughness 10/10 and gains trample."
136322,"Whenever CARDNAME attacks, if defending player has more cards in hand than you, exile the top card of their library. During any turn you attacked with a Rogue, you may cast that card and you may spend mana as though it were mana of any color to cast that spell."
136323,"CARDNAME deals 3 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead."
136324,"CARDNAME deals 5 damage to target creature. Adamant — If at least three red mana was spent to cast this spell, CARDNAME deals 3 damage to that creature's controller."
136326,"When CARDNAME enters, you may search your library and/or graveyard for a card named Rowan, Fearless Sparkmage, reveal it, and put it into your hand. If you search your library this way, shuffle."
136328,{o8}: CARDNAME has base power and toughness 10/10 until end of turn. Activate only if you control an Oko planeswalker.
136329,"Whenever CARDNAME deals damage to an opponent, that player discards a card at random. If the player does, they draw a card."
136330,"CARDNAME deals 3 damage to any target. Adamant — If at least three red mana was spent to cast this spell, it deals 4 damage instead."
136331,"CARDNAME deals 7 damage divided as you choose among one, two, or three targets. If at least seven red mana was spent to cast this spell, instead CARDNAME deals 7 damage to each of those permanents and/or players."
136332,"Whenever CARDNAME or an instant or sorcery spell you control deals damage to a player, exile the top card of your library. You may play that card this turn."
136334,"When CARDNAME enters, if you control another Knight, look at the top five cards of your library. You may reveal a Knight, Aura, Equipment, or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
136335,Enchanted creature gets +1/+1 for each artifact and/or enchantment you control.
136336,"Adamant — If at least three white mana was spent to cast this spell, CARDNAME enters with a +1/+1 counter on it."
136337,"When CARDNAME dies and when you discard this card, create a Food token."
136338,Scry 2.
136339,"If a red source you control would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 2 instead."
136340,Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step.
136341,"When CARDNAME enters, choose one — 
• Scry 2. 
• You gain 3 life. 
• Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step."
136342,Affinity for Knights
136343,"Whenever you cast a legendary spell, create a 2/2 white Knight creature token with vigilance."
136344,Each player can't cast more than one noncreature spell each turn.
136345,"As long as you control an artifact or enchantment, CARDNAME has flying."
136346,{o2oW}: Target player gains 5 life.
136347,{o3oU}: Target player draws a card.
136348,{o4oB}: Put target creature card from a graveyard onto the battlefield under its owner's control.
136349,Equipped creature gets +1/+1 for each charge counter on CARDNAME and has vigilance.
136350,"Whenever a creature you control enters, put a charge counter on CARDNAME."
136351,"Whenever CARDNAME attacks, create a number of 2/2 white Knight creature tokens with vigilance equal to the number of opponents you have."
136352,"As long as you control four or more artifacts, CARDNAME has hexproof."
136353,Artifact creatures you control have flying.
136354,"When CARDNAME enters, create a number of 1/1 black Rat creature tokens equal to the number of opponents you have."
136355,Each player sacrifices three creatures of their choice. You create three Food tokens.
136356,"Whenever CARDNAME attacks, you may pay {o2oR}. If you do, creatures you control get +X/+0 until end of turn, where X is the number of opponents you have."
136357,"Whenever CARDNAME or another creature you control enters, CARDNAME fights up to one target creature you don't control."
136358,{oR}: All creatures gain trample and haste until end of turn.
136359,Return target nonland permanent to its owner's hand. You create a 2/2 white Knight creature token with vigilance.
136360,"When CARDNAME enters, create a number of Food tokens equal to the number of opponents you have."
136361,"{o6oWoB}, Sacrifice CARDNAME: Return all Knight creature cards from your graveyard to the battlefield."
136362,CARDNAME enters with a page counter on it.
136363,"{o1}, {oT}, Remove a page counter from CARDNAME: Draw a card."
136364,Tap two untapped artifacts you control: Draw a card.
136365,"Whenever CARDNAME enters or attacks, sacrifice another permanent."
136366,"At the beginning of combat on your turn, you may have target noncreature artifact you control become a 0/0 artifact creature. If you do, put four +1/+1 counters on it."
136367,{o1oG}: Put a +1/+1 counter on target creature.
136368,{o3oU}: Create a 1/1 blue Faerie creature token with flying. Draw a card.
136369,"{o2oG}, Remove a +1/+1 counter from CARDNAME: Destroy target artifact or enchantment."
136370,Equip Knight {o0}
136371,"Whenever you cast an artifact or enchantment spell, create a 1/1 blue Faerie creature token with flying."
136372,"Whenever your commander enters or attacks, put a page counter on CARDNAME."
136373,"Whenever you cast a creature spell, draw a card, then you may put a land card from your hand onto the battlefield."
136374,"At the beginning of your end step, put a +1/+1 counter on each creature you control with a +1/+1 counter on it and a loyalty counter on each planeswalker you control. If you control no creatures with +1/+1 counters on them and you control no planeswalkers, amass 1."
136380,This spell costs {o2} less to cast if an opponent controls a green permanent.
136381,{oUoB}: Exile five target cards from an opponent's graveyard. Return this card from your graveyard to your hand. Activate only as a sorcery.
136382,"Whenever CARDNAME becomes the target of a spell, CARDNAME deals 2 damage to that spell's controller."
136485,Target creature gets +2/+1 and gains flying until end of turn.
136486,Destroy all non-Giant creatures.
136487,Target creature gets +2/+2 until end of turn. Untap it.
136488,Target noncreature artifact you control becomes a 0/0 artifact creature. Put four +1/+1 counters on it.
136489,Create two 1/1 white Human creature tokens.
136490,"You gain X life and each opponent loses X life, where X is the number of Knights you control."
136491,Damage can't be prevented this turn. CARDNAME deals 2 damage to any target.
136492,"Landfall — Whenever a land you control enters, exile the top card of your library. If that card is a land card, put it into your hand. If that card is a creature card, put that card on the bottom of your library and create a 1/1 green Plant creature token. If that card is a noncreature, nonland card, put that card on the bottom of your library, each opponent loses 1 life, and you gain 1 life."
136494,Loyalty abilities of planeswalkers your opponents control cost {o1} more to activate.
136495,CARDNAME enters with four task counters on it.
136496,Return target creature or planeswalker card from your graveyard to the battlefield. Put a +1/+1 counter or a loyalty counter on it.
136498,"Exile target card from a graveyard. If it was a creature card, you gain 3 life. Otherwise, you draw a card."
136499,"Escape—{o3oB}, Exile five other cards from your graveyard."
136500,"When CARDNAME dies, create a 0/1 white Goat creature token."
136501,Exile target creature or planeswalker. Surveil 1.
136502,Destroy target creature an opponent controls with power 2 or less.
136503,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card."
136505,"Whenever another creature you control dies, you may pay 2 life. If you do, draw a card."
136506,"{o1oB}, Sacrifice another creature: Target creature gets -2/-1 until end of turn."
136507,Exile up to twice X target cards from graveyards.
136508,"Whenever an enchanted creature dies, draw a card for each Aura you controlled that was attached to it."
136509,"Whenever another nontoken creature you control dies, you may exile it. If you do, create a token that's a copy of that creature, except it's 1/1 and it's a Nightmare in addition to its other types."
136510,"Escape—{o5oB}, Exile three other cards from your graveyard."
136511,"Mill three cards. Then you may exile a creature or enchantment card from your graveyard. If you do, create a 2/2 black Zombie creature token."
136512,Up to two target creatures you control each get +2/+1 until end of turn.
136513,"{o2oW}, Sacrifice CARDNAME: Scry 2."
136514,"{o1oR}, {oT}, Sacrifice a creature or enchantment: CARDNAME deals 1 damage to target creature. That creature can't block this turn."
136515,"When CARDNAME dies, it deals 2 damage to target creature or planeswalker an opponent controls."
136516,"At the beginning of your end step, you may pay {o2oR} and sacrifice a nonland permanent. If you do, reveal cards from the top of your library until you reveal a nonland permanent card. Put that card onto the battlefield and the rest on the bottom of your library in a random order."
136517,"Constellation — Whenever an enchantment you control enters, target creature gets +1/+1 until end of turn."
136518,Enchanted creature gets +1/+0 and has haste.
136519,"Escape—{o1oR}, Exile two other cards from your graveyard."
136520,CARDNAME gains haste until end of turn.
136521,"When CARDNAME enters, choose one — 
• Destroy target artifact. 
• CARDNAME gains haste until end of turn."
136522,"{o2oR}, Sacrifice CARDNAME: Scry 2."
136523,"Escape—{oRoR}, Exile eight other cards from your graveyard."
136524,CARDNAME escapes with a +1/+1 counter on it.
136525,"Escape—{o2oRoR}, Exile three other cards from your graveyard."
136526,{o2oR}: You may put a red creature card or an artifact creature card from your hand onto the battlefield. Sacrifice it at the beginning of the next end step.
136527,"Escape—{oW}, Exile two other cards from your graveyard."
136528,CARDNAME deals twice X damage to target creature or planeswalker.
136529,"Choose one — 
• Create an X/1 red Elemental creature token with trample and haste. Sacrifice it at the beginning of the next end step. 
• CARDNAME deals twice X damage to target creature or planeswalker."
136530,"Create a 1/1 red Satyr creature token with ""This token can't block."""
136531,"Escape—{o2oR}, Exile two other cards from your graveyard."
136532,Each player who controls a creature with power 4 or greater draws a card. Then destroy all creatures.
136533,You gain 5 life.
136534,"When CARDNAME enters, return any number of Aura cards from your graveyard to the battlefield attached to creatures you control. Exile those Auras at the beginning of your next end step. If those Auras would leave the battlefield, exile them instead of putting them anywhere else."
136535,CARDNAME deals 4 damage to each creature and each planeswalker.
136536,CARDNAME deals 3 damage to each opponent.
136537,{o1oW}: CARDNAME gains vigilance and lifelink until end of turn.
136538,"Whenever CARDNAME attacks or becomes the target of a spell an opponent controls, choose one — 
• CARDNAME deals 3 damage to each opponent. 
• Exile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card."
136540,Target creature you control fights up to one target creature you don't control.
136541,"Whenever CARDNAME attacks, untap another target creature you control. Until end of turn, that creature has base power and toughness 4/4 and gains indestructible."
136542,"CARDNAME deals 1 damage to each creature and each planeswalker. If a permanent dealt damage this way would die this turn, exile it instead."
136543,"Whenever you sacrifice a permanent, put a +1/+1 counter on CARDNAME."
136544,Each player mills three cards.
136545,"Exile up to two target cards from graveyards. For each creature card exiled this way, you gain 1 life."
136546,Return target creature or land card from your graveyard to your hand.
136547,"When CARDNAME enters, it deals damage equal to its power to target creature with flying an opponent controls."
136548,"Escape—{o3oGoG}, Exile four other cards from your graveyard."
136549,Destroy target creature with power 4 or greater. You gain 3 life.
136550,Creature and enchantment spells you control can't be countered.
136551,Create an X/1 red Elemental creature token with trample and haste. Sacrifice it at the beginning of the next end step.
136552,Create a 1/1 white Human Soldier creature token.
136553,"Escape—{o4oWoW}, Exile four other cards from your graveyard."
136554,Create a Gold token.
136555,"At the beginning of your upkeep, double the number of +1/+1 counters on enchanted creature."
136556,CARDNAME doesn't untap during your untap step if you control a Reflection.
136557,"{oT}: Add one mana of any color. If you control a creature with power 4 or greater, add two mana of any one color instead."
136558,Prevent all combat damage that would be dealt this turn except combat damage that would be dealt by enchanted creatures and enchantment creatures. Scry 2.
136559,"Creatures you control get +X/+X until end of turn, where X is your devotion to green."
136560,"Escape—{o4oG}, Exile three other cards from your graveyard."
136561,"When CARDNAME enters, create a 3/2 blue Reflection creature token."
136562,Put target enchantment on the bottom of its owner's library.
136563,"Whenever CARDNAME becomes blocked by a creature, that creature's controller draws a card."
136564,"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on CARDNAME."
136565,"Constellation — Whenever an enchantment you control enters, look at the top three cards of your library. You may reveal a land card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order."
136566,"When CARDNAME enters, exile target spell."
136567,CARDNAME's power is equal to your devotion to red.
136568,"{o2oG}: Reveal the top card of your library. If it's a creature card, put it into your hand. Otherwise, you may put it into your graveyard."
136570,CARDNAME deals twice X damage to each creature with flying.
136571,"Choose one — 
• Search your library for up to X land cards, reveal them, put them into your hand, then shuffle. 
• CARDNAME deals twice X damage to each creature with flying."
136572,"At the beginning of combat on your turn, target enchanted creature or enchantment creature you control gets +1/+1 and gains trample until end of turn."
136573,"If you tap a permanent for mana, it produces three times as much of that mana instead."
136574,"Constellation — Whenever an enchantment you control enters, CARDNAME gains double strike until end of turn."
136575,"Whenever another creature becomes the target of an ability of a land you control named Labyrinth of Skophos, you may have CARDNAME fight that creature."
136576,Reveal the top four cards of your library. You may put a creature card and/or a land card from among them into your hand. Put the rest into your graveyard.
136577,CARDNAME's power is equal to your devotion to green.
136578,Each other creature you control enters with an additional +1/+1 counter on it.
136579,Affinity for enchantments
136580,"{oR}, Sacrifice another creature or an enchantment: CARDNAME gets +1/+0 and gains menace until end of turn."
136581,"Constellation — Whenever an enchantment you control enters, put a +1/+1 counter on CARDNAME and draw a card."
136582,CARDNAME's power is equal to your devotion to blue.
136583,"At the beginning of each combat, if you control a creature with power 4 or greater, CARDNAME gets +1/+1 until end of turn."
136584,"Whenever a land card is put into your graveyard from anywhere, you gain 1 life."
136585,{o2oG}: Mill a card.
136586,"Escape—{o5oGoG}, Exile four other cards from your graveyard."
136587,Spells your opponents cast that target this permanent cost {o1} more to cast.
136588,"{o4oG}, Sacrifice CARDNAME: Create a 2/2 green Wolf creature token. Activate only during your turn."
136589,"When CARDNAME enters, mill two cards, then you may return a permanent card from your graveyard to your hand."
136590,"Creatures and enchantments you control have ""Spells your opponents cast that target this permanent cost {o1} more to cast."""
136591,"Whenever CARDNAME attacks or blocks, each opponent exiles the top two cards of their library."
136592,"Create a 2/3 blue and black Nightmare creature token with ""Whenever this token attacks or blocks, each opponent exiles the top two cards of their library."""
136593,"Return target nonland permanent to its owner's hand, then that player exiles a card from their hand."
136594,You may cast up to three spells from among face-up cards your opponents own from exile without paying their mana costs.
136595,"When CARDNAME enters, target opponent looks at the top three cards of your library and separates them into a face-down pile and a face-up pile. Put one pile into your hand and the other into your graveyard."
136596,Target creature gets -4/-0 until end of turn. Scry 2.
136597,"Exile target creature or enchantment, then return it to the battlefield under its owner's control."
136598,"When CARDNAME dies, return it to the battlefield. It's an Aura enchantment with enchant creature you control and ""{oGoW}: Enchanted creature gains indestructible until end of turn,"" and it loses all other abilities."
136599,Look at the top four cards of your library. You may reveal an enchantment card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order.
136600,Exile target creature or enchantment you don't control until target enchantment you control leaves the battlefield.
136601,Return all enchantment cards from your graveyard to the battlefield.
136602,"Counter target creature or enchantment spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard."
136603,Equipped creatures you control have flying and haste.
136604,"Exile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card."
136605,{o1oUoB}: Mill a card.
136606,"Whenever you draw a card, CARDNAME gets +1/+0 until end of turn."
136607,"Whenever CARDNAME attacks, draw a card."
136608,"{o6oU}, Sacrifice CARDNAME: Draw three cards."
136609,"At the beginning of your end step, you may sacrifice another enchantment. If you do, search your library for a creature card with mana value equal to 1 plus the sacrificed enchantment's mana value, put that card onto the battlefield, then shuffle."
136610,"Constellation — Whenever an enchantment you control enters, put a +1/+1 counter on target creature. That creature gains flying until end of turn."
136611,Other Satyrs you control get +1/+1 and have haste.
136612,"Whenever you attack with three or more creatures, you may discard a card at random. If you do, draw two cards."
136613,"As CARDNAME enters, choose 2, 3, or 4 at random."
136614,"When CARDNAME enters, create a 1/1 white Human Soldier creature token."
136616,"At the beginning of your first main phase, exile target card from a graveyard. If it was a land card, add {oR} or {oG}. Otherwise, you gain 2 life and CARDNAME deals 2 damage to each opponent."
136618,"Whenever CARDNAME enters or attacks, each opponent discards a card, then each opponent who didn't discard a nonland card this way loses 3 life."
136619,Creature cards in graveyards can't enter the battlefield.
136620,Players can't cast spells from graveyards.
136621,"Whenever you cast your first spell during each opponent's turn, CARDNAME deals 1 damage to each opponent. Scry 1."
136622,CARDNAME enters with six +1/+1 counters on it. It escapes with twelve +1/+1 counters on it instead.
136623,"If damage would be dealt to CARDNAME while it has a +1/+1 counter on it, prevent that damage and remove that many +1/+1 counters from it."
136624,"Escape—{o2oU}, Exile five other cards from your graveyard."
136625,"Whenever another creature you control attacks, it gets +0/+1 until end of turn."
136626,Return target Aura card from your graveyard to the battlefield.
136627,"Choose one or both — 
• Return target creature card from your graveyard to the battlefield. 
• Return target Aura card from your graveyard to the battlefield."
136628,Exile target permanent an opponent controls with mana value 3 or greater.
136629,Enchanted creature loses all abilities and is a blue Fish with base power and toughness 0/1.
136630,"Whenever you sacrifice a permanent, CARDNAME gets +2/+0 until end of turn."
136631,"{o2}, Sacrifice another creature or an enchantment: CARDNAME gains first strike until end of turn."
136632,"Enchanted creature gets +1/+1 and has lifelink and ""Whenever this creature deals combat damage to a player, draw a card."""
136634,Create an 8/8 blue Kraken creature token with hexproof.
136635,"Escape—{oGoGoUoU}, Exile five other cards from your graveyard."
136636,Each nonland card in your graveyard has escape. The escape cost is equal to the card's mana cost plus exile three other cards from your graveyard.
136637,Your devotion to each color and each combination of colors is increased by one.
136638,"Whenever you cast your first spell during each opponent's turn, CARDNAME deals 1 damage to any target."
136639,Tap all nonland permanents target opponent controls. They don't untap during their controller's next untap step.
136640,"{oX}, {oT}: Tap target creature with power X or less. It doesn't untap during its controller's untap step for as long as CARDNAME remains tapped."
136641,"Whenever a creature with deathtouch blocks or becomes blocked by this creature, destroy that creature."
136642,Gain control of target permanent an opponent controls. Untap it.
136643,Equipped creature gets +1/+1 and has trample and lifelink.
136644,"When CARDNAME enters, look at the top seven cards of your library. You may reveal an Aura card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
136645,"{oT}, Sacrifice CARDNAME: Exile each opponent's graveyard."
136646,Scry 2.
136647,Sacrifice CARDNAME: Equipped creature can't be blocked this turn. Sacrifice it at the beginning of the next end step.
136648,Choose a card name.
136649,"{o4}, {oT}: Remove target attacking or blocking creature from combat."
136650,"Escape—{o3oR}, Exile three other cards from your graveyard."
136651,"When you cast a spell with the chosen name for the first time this turn, draw two cards."
136652,Put a +1/+1 counter on each of up to two target creatures.
136654,"Whenever one or more cards are put into your graveyard from your library, CARDNAME gets +1/+1 until end of turn and can't be blocked this turn."
136655,"At the beginning of combat on your turn, target creature you control gets +2/+0 until end of turn."
136656,Look at the top card of each player's library.
136657,"Whenever an opponent casts an instant or sorcery spell, create a 1/2 green Spider creature token with reach."
136658,Draw a card. Each player mills two cards.
136659,Put target creature card from a graveyard onto the battlefield under your control.
136660,Counter target spell. Scry 2.
136661,CARDNAME can't be blocked as long as you control an Ashiok planeswalker.
136662,"At the beginning of combat on your turn, each player mills three cards."
136663,"When CARDNAME enters, you may search your library and/or graveyard for a card named Ashiok, Sculptor of Fears, reveal it, and put it into your hand. If you search your library this way, shuffle."
136664,CARDNAME gets +1/+0 as long as you control an Elspeth planeswalker.
136665,"Whenever you draw a card, you may pay {o1}. If you do, put a +1/+1 counter on CARDNAME and create a 1/1 blue Tentacle creature token."
136666,"Whenever you gain life, put a +1/+1 counter on target creature or enchantment you control."
136667,"{oT}: Add one mana of any color. If you control a God, a Demigod, or a legendary enchantment, you gain 1 life."
136668,"Krakens, Leviathans, Octopuses, and Serpents you control can't be blocked except by Krakens, Leviathans, Octopuses, and Serpents."
136669,"During turns other than yours, spells you cast cost {o1} less to cast."
136670,"When CARDNAME dies, put all cards exiled with it onto the battlefield."
136671,"Search your library for up to four Minotaur creature cards with different names, put them onto the battlefield, then shuffle."
136672,"When CARDNAME enters, creatures you control gain double strike until end of turn."
136673,"If a creature would deal combat damage to CARDNAME, prevent that damage and put a +1/+1 counter on CARDNAME."
136674,"When CARDNAME enters, scry 2, then draw a card."
136675,"Whenever an Aura you control becomes attached to a creature you control, create a 1/1 white Human Soldier creature token."
136676,"{o2oU}, Sacrifice CARDNAME: Scry 2."
136677,Sacrifice it at the beginning of the next end step.
136678,Sacrifice it at the beginning of the next end step.
136679,Enchant creature or enchantment
136680,CARDNAME escapes with three +1/+1 counters on it.
136681,Enchanted permanent is an enchantment and loses all other card types.
136682,{o1oW}: Another target creature gains lifelink until end of turn.
136683,"Constellation — Whenever an enchantment you control enters, you may have this permanent become a copy of another target creature, except it has this ability."
136684,"{o3oG}: Target land you control becomes an X/X Elemental creature with trample and haste until end of turn, where X is the number of enchantments you control. It's still a land."
136686,Return up to three target creatures and/or enchantments to their owners' hands.
136687,"At the beginning of your upkeep, return up to one other target enchantment you control to its owner's hand."
136688,"Constellation — Whenever an enchantment you control enters, you may draw a card. If you do, discard a card."
136689,Destroy X target artifacts and/or enchantments.
136690,Put three +1/+1 counters on target creature you control.
136691,"If you control a creature with power 4 or greater, draw two cards."
136692,"Escape—{o2oU}, Exile three other cards from your graveyard."
136693,"As an additional cost to cast this spell, sacrifice a creature or enchantment."
136694,"When CARDNAME enters, enchanted creature gains hexproof until end of turn."
136695,Target player gains twice X life.
136696,Noncreature spells your opponents cast cost {o2} more to cast until your next turn.
136697,Return target creature or enchantment an opponent controls to its owner's hand.
136698,"Whenever you cast your first spell during each opponent's turn, you may tap or untap target nonland permanent."
136699,"Escape—{o3oU}, Exile four other cards from your graveyard."
136700,CARDNAME gets +3/+0 as long as there are ten or more cards in a single graveyard.
136701,"Choose one — 
• Destroy X target artifacts and/or enchantments. 
• Target player gains twice X life."
136702,"At the beginning of your end step, exile up to one other target creature you control, then return that card to the battlefield under your control."
136703,{o3oU}: Tap another target creature.
136704,"When CARDNAME is put into a graveyard from the battlefield, create two 2/2 green Wolf creature tokens."
136705,"Whenever two or more creatures your opponents control attack, CARDNAME can't block this combat."
136706,Look at the top X cards of your library. Put up to two of them into your hand and the rest on the bottom of your library in a random order.
136707,Counter target spell unless its controller pays twice {oX}.
136708,"Choose one — 
• Look at the top X cards of your library. Put up to two of them into your hand and the rest on the bottom of your library in a random order. 
• Counter target spell unless its controller pays twice {oX}."
136709,"When CARDNAME enters, look at the top X cards of your library, where X is your devotion to blue. Put up to one of them on top of your library and the rest on the bottom of your library in a random order. If X is greater than or equal to the number of cards in your library, you win the game."
136710,Draw three cards. Then discard two cards unless you discard an enchantment card.
136711,"At the beginning of your end step, if you control a creature with power 4 or greater, exile the top card of your library. You may play that card until you exile another card with CARDNAME."
136712,"When CARDNAME enters, target creature an opponent controls gets -X/-0 until end of turn, where X is your devotion to blue."
136713,"Whenever CARDNAME or another nontoken creature you control dies, create a 1/1 red Satyr creature token with ""This token can't block."" If the creature had power 4 or greater, create two of those tokens instead."
136714,Spells you cast with mana value 5 or greater cost {o1} less to cast and can't be countered.
136715,"Whenever CARDNAME deals damage, target player mills that many cards."
136716,"Constellation — Whenever an enchantment you control enters, CARDNAME gains flying until end of turn."
136717,CARDNAME can't attack unless you control another creature with power 4 or greater.
136718,"Whenever you cast your first spell during each opponent's turn, draw a card."
136719,"When CARDNAME enters, create a 1/1 red Satyr creature token with ""This token can't block."""
136720,"For each spell and ability your opponents control, counter it unless its controller pays {o4}."
136721,{o3oU}: Scry 1.
136722,"Search your library for up to X land cards, reveal them, put them into your hand, then shuffle."
136723,Target opponent reveals their hand. You choose a nonland card from it or a card from their graveyard. Exile that card. You lose 1 life.
136724,"At the beginning of your end step, you may exile an enchantment card from your graveyard. If you do, create a 2/2 black Zombie creature token."
136725,{o1oBoG}: CARDNAME fights another target creature.
136726,"When CARDNAME enters, target opponent discards two cards."
136727,Enchanted creature gets +3/+3 and attacks each combat if able.
136728,{oT}: Choose a color. Add an amount of mana of that color equal to your devotion to that color.
136729,"When CARDNAME enters, target creature an opponent controls gets -X/-X until end of turn, where X is your devotion to black."
136730,"{o2oG}, Sacrifice CARDNAME: Scry 2."
136731,"When enchanted creature dies, CARDNAME deals 3 damage to that creature's controller."
136732,"When CARDNAME enters, you may search your library and/or graveyard for a card named Elspeth, Undaunted Hero, reveal it, and put it into your hand. If you search your library this way, shuffle."
136733,"At the beginning of your end step, put a coin counter on another target creature."
136734,"Whenever you cast a spell that targets CARDNAME, creatures you control get +1/+0 until end of turn."
136735,Exile target opponent's graveyard.
136736,CARDNAME gets -1/-1 for each card in your opponents' hands.
136737,"Whenever a creature with a coin counter on it dies or is put into exile, return that card to the battlefield under your control."
136738,"Constellation — Whenever an enchantment you control enters, CARDNAME gets +1/+1 until end of turn."
136739,"Whenever you cast your first spell during each opponent's turn, put a +1/+1 counter on CARDNAME."
136740,"Whenever CARDNAME becomes blocked by a creature, exile that creature until CARDNAME leaves the battlefield."
136741,"Choose one — 
• Target creature gets -X/-X until end of turn. You gain X life. 
• Exile up to twice X target cards from graveyards."
136742,"Until end of turn, creatures you control gain flying and get +X/+X, where X is your devotion to white."
136743,"When CARDNAME enters, enchanted creature fights up to one target creature you don't control."
136744,"Escape—{o3oB}, Exile three other cards from your graveyard."
136745,"At the beginning of your upkeep, put a +1/+1 counter on each other creature you control."
136746,"You draw two cards, lose 2 life, then mill two cards."
136747,"Target creature gets +2/+2 until end of turn. If it's an enchanted creature or enchantment creature, it also gains hexproof and indestructible until end of turn."
136748,"This spell costs {oX} less to cast, where X is your devotion to white."
136749,"When CARDNAME enters, search your library for a card, put it into your graveyard, then shuffle."
136750,Spells you cast from your graveyard cost {o1} less to cast.
136751,"When CARDNAME enters, it deals 4 damage to target creature or planeswalker an opponent controls."
136752,"Reveal the top six cards of your library. An opponent exiles a nonland card from among them, then you put the rest into your hand. That opponent may cast the exiled card without paying its mana cost."
136753,"When CARDNAME enters, you may put target enchantment card from your graveyard on top of your library. If you do, you gain life equal to its mana value."
136754,"Enchanted creature has ""At the beginning of your upkeep, sacrifice a creature."""
136755,"{o1}, Sacrifice a creature: Each opponent loses 1 life and you gain 1 life."
136756,"When CARDNAME enters, mill two cards and you gain 2 life."
136757,{oGoW}: CARDNAME gains indestructible until end of turn.
136758,Enchanted creature gets -3/-3.
136759,{oGoW}: Enchanted creature gains indestructible until end of turn.
136760,"Constellation — Whenever an enchantment you control enters, you gain 2 life."
136762,"When CARDNAME enters, create two 1/1 white Human Soldier creature tokens and you gain 2 life."
136763,"{o2oB}, Sacrifice CARDNAME: Scry 2."
136765,"When CARDNAME enters, enchanted creature gains first strike until end of turn."
136766,"Choose one — 
• Target opponent sacrifices a creature of their choice. 
• Target opponent sacrifices an enchantment of their choice."
136767,"Whenever CARDNAME attacks, exile target creature card from your graveyard."
136768,"CARDNAME escapes with two +1/+1 counters on it. When it enters this way, each opponent sacrifices a non-Gorgon creature of their choice."
136769,"When CARDNAME enters, target creature you control gets +1/+0 and gains indestructible until end of turn."
136770,"{o2oB}, Sacrifice a creature: Draw a card."
136771,CARDNAME can't be blocked by enchanted creatures or enchantment creatures.
136772,Target creature you control gets +2/+1 until end of turn. Each other creature you control gets +1/+1 until end of turn.
136773,"Whenever you cast a spell, you lose 1 life."
136774,CARDNAME has protection from each mana value other than the chosen number.
