multiverse_id,mtgo_id,set,collector_number,lang,rarity,name,mana_cost,cmc,type_line,artist,usd_price,usd_foil_price,eur_price,tix_price,image_uri,scryfall_uri,scryfall_id
,142769,EOE,78,en,R,Starfield Vocalist,{3}{U},4.0,Creature — Human Bard,Nathaniel Himawan,1.2,2.98,0.58,0.01,https://cards.scryfall.io/large/front/d/e/deca0b2a-e7f3-444a-883d-7c41dd62c9cc.jpg?1752946868,https://scryfall.com/card/eoe/78/starfield-vocalist,deca0b2a-e7f3-444a-883d-7c41dd62c9cc
,142771,EOE,79,en,R,Starwinder,{5}{U}{U},7.0,Creature — Leviathan,Devin Elle Kurtz,0.49,1.59,0.02,0.01,https://cards.scryfall.io/large/front/2/7/27d1a010-5790-4b35-9fdc-0e366eed021d.jpg?1752946871,https://scryfall.com/card/eoe/79/starwinder,27d1a010-5790-4b35-9fdc-0e366eed021d
,142773,EOE,80,en,U,Steelswarm Operator,{1}{U},2.0,Artifact Creature — Robot Soldier,Cristi Balanescu,0.11,0.23,0.09,0.01,https://cards.scryfall.io/large/front/c/a/ca468b86-f31a-4cd7-a574-eb984bc4bc3e.jpg?1753683154,https://scryfall.com/card/eoe/80/steelswarm-operator,ca468b86-f31a-4cd7-a574-eb984bc4bc3e
,142775,EOE,81,en,R,Synthesizer Labship,{U},1.0,Artifact — Spacecraft,Adrián Rodríguez Pérez,0.4,0.43,0.02,0.02,https://cards.scryfall.io/large/front/f/b/fba6332c-acba-43f9-877c-ca6c5328aae9.jpg?1753296609,https://scryfall.com/card/eoe/81/synthesizer-labship,fba6332c-acba-43f9-877c-ca6c5328aae9
,142777,EOE,82,en,U,Tractor Beam,{2}{U}{U},4.0,Enchantment — Aura,Sergey Glushakov,0.04,0.05,0.08,0.01,https://cards.scryfall.io/large/front/e/f/efc96d54-d6e1-49b6-b4c2-70b997776548.jpg?1752946884,https://scryfall.com/card/eoe/82/tractor-beam,efc96d54-d6e1-49b6-b4c2-70b997776548
,142779,EOE,83,en,U,Unravel,{1}{U}{U},3.0,Instant,Josh Hass,0.07,0.04,0.04,0.01,https://cards.scryfall.io/large/front/e/8/e8978214-c853-453d-872d-af56bdaaa3d7.jpg?1752946891,https://scryfall.com/card/eoe/83/unravel,e8978214-c853-453d-872d-af56bdaaa3d7
,142781,EOE,84,en,U,Uthros Psionicist,{2}{U},3.0,Creature — Jellyfish Scientist,Inkognit,0.1,0.12,0.11,0.01,https://cards.scryfall.io/large/front/e/2/e23cc5fd-afe4-480c-8858-ed80a082584e.jpg?1752946892,https://scryfall.com/card/eoe/84/uthros-psionicist,e23cc5fd-afe4-480c-8858-ed80a082584e
,142783,EOE,85,en,U,Uthros Scanship,{3}{U},4.0,Artifact — Spacecraft,Sergey Glushakov,0.06,0.08,0.09,0.01,https://cards.scryfall.io/large/front/1/f/1f93887f-35c5-472f-83d0-54227b3bd1d2.jpg?1753296631,https://scryfall.com/card/eoe/85/uthros-scanship,1f93887f-35c5-472f-83d0-54227b3bd1d2
,142785,EOE,86,en,M,Weftwalking,{4}{U}{U},6.0,Enchantment,Rovina Cai,0.42,0.55,0.02,0.2,https://cards.scryfall.io/large/front/3/9/39d48ddd-4529-4284-9da3-5272ad362b9b.jpg?1752946899,https://scryfall.com/card/eoe/86/weftwalking,39d48ddd-4529-4284-9da3-5272ad362b9b
,142787,EOE,87,en,M,"Alpharael, Stonechosen",{3}{B}{B},5.0,Legendary Creature — Human Cleric,Kieran Yanner,0.57,1.22,0.02,0.19,https://cards.scryfall.io/large/front/3/3/33063d26-37f7-4e35-8da2-5770dfabdc41.jpg?1752946907,https://scryfall.com/card/eoe/87/alpharael-stonechosen,33063d26-37f7-4e35-8da2-5770dfabdc41
,142789,EOE,88,en,R,Archenemy's Charm,{B}{B}{B},3.0,Instant,Brigitte Roka & Clifton Stommel,1.11,1.76,0.48,0.13,https://cards.scryfall.io/large/front/d/c/dcde5f27-e2f0-4d2a-afa3-f300896ec4b1.jpg?1752946908,https://scryfall.com/card/eoe/88/archenemys-charm,dcde5f27-e2f0-4d2a-afa3-f300896ec4b1
,142791,EOE,89,en,C,Beamsaw Prospector,{1}{B},2.0,Creature — Human Artificer,Aurore Folny,0.09,0.06,0.1,0.01,https://cards.scryfall.io/large/front/6/f/6f717a3f-c6db-4e8d-8b62-6361ab33d000.jpg?1752946915,https://scryfall.com/card/eoe/89/beamsaw-prospector,6f717a3f-c6db-4e8d-8b62-6361ab33d000
,142793,EOE,90,en,U,Blade of the Swarm,{3}{B},4.0,Creature — Insect Assassin,Nino Is,0.06,0.18,0.06,0.01,https://cards.scryfall.io/large/front/b/1/b157330a-2652-4ed9-b8fa-8e72b4eda15c.jpg?1752946918,https://scryfall.com/card/eoe/90/blade-of-the-swarm,b157330a-2652-4ed9-b8fa-8e72b4eda15c
,142795,EOE,91,en,R,Chorale of the Void,{3}{B},4.0,Enchantment — Aura,Alix Branwyn,0.28,0.27,0.02,0.01,https://cards.scryfall.io/large/front/7/3/7389fe88-f6ff-4497-a037-9ca283fb89e3.jpg?1752946923,https://scryfall.com/card/eoe/91/chorale-of-the-void,7389fe88-f6ff-4497-a037-9ca283fb89e3
,142797,EOE,92,en,C,Comet Crawler,{2}{B},3.0,Creature — Insect Horror,Cristi Balanescu,0.02,0.04,0.04,0.01,https://cards.scryfall.io/large/front/b/e/becca990-ab2e-4aa4-be7d-293ec727cb08.jpg?1753683182,https://scryfall.com/card/eoe/92/comet-crawler,becca990-ab2e-4aa4-be7d-293ec727cb08
,142799,EOE,93,en,C,Dark Endurance,{1}{B},2.0,Instant,Leon Tukker,0.04,0.09,0.07,0.01,https://cards.scryfall.io/large/front/f/a/fac87b49-a0cd-42d5-b30a-efc6d5526fc3.jpg?1753360523,https://scryfall.com/card/eoe/93/dark-endurance,fac87b49-a0cd-42d5-b30a-efc6d5526fc3
,142801,EOE,94,en,C,Decode Transmissions,{2}{B},3.0,Sorcery,Josh Hass,0.07,0.12,0.07,0.01,https://cards.scryfall.io/large/front/c/e/cecb4936-14ca-49f9-b209-6519cab54b30.jpg?1752946935,https://scryfall.com/card/eoe/94/decode-transmissions,cecb4936-14ca-49f9-b209-6519cab54b30
,142803,EOE,95,en,C,Depressurize,{1}{B},2.0,Instant,Danny Schwartz,0.09,0.08,0.11,0.01,https://cards.scryfall.io/large/front/2/5/25520d5a-1a83-42cc-8ace-8b1156019d64.jpg?1752946939,https://scryfall.com/card/eoe/95/depressurize,25520d5a-1a83-42cc-8ace-8b1156019d64
,142805,EOE,96,en,U,Dubious Delicacy,{2}{B},3.0,Artifact — Food,Tianxing Xu,0.12,0.16,0.11,0.01,https://cards.scryfall.io/large/front/1/5/153265b4-0ca4-4245-9226-dd1a083ec91c.jpg?1752946944,https://scryfall.com/card/eoe/96/dubious-delicacy,153265b4-0ca4-4245-9226-dd1a083ec91c
,142807,EOE,97,en,R,Elegy Acolyte,{2}{B}{B},4.0,Creature — Human Cleric,Diana Franco,0.62,1.69,0.36,0.05,https://cards.scryfall.io/large/front/c/6/c69ed7c7-1f49-4299-b3e6-75150258ac59.jpg?1752946946,https://scryfall.com/card/eoe/97/elegy-acolyte,c69ed7c7-1f49-4299-b3e6-75150258ac59
,142809,EOE,98,en,C,Embrace Oblivion,{B},1.0,Sorcery,Andreas Zafiratos,0.06,0.06,0.1,0.01,https://cards.scryfall.io/large/front/3/7/3754fc20-7aaa-437d-97df-d6cf1c29586c.jpg?1752946952,https://scryfall.com/card/eoe/98/embrace-oblivion,3754fc20-7aaa-437d-97df-d6cf1c29586c
,142811,EOE,99,en,R,Entropic Battlecruiser,{3}{B},4.0,Artifact — Spacecraft,"Josiah ""Jo"" Cameron",0.25,0.36,0.02,0.01,https://cards.scryfall.io/large/front/c/c/cc59796b-9025-44b6-a188-cf6684ebffb9.jpg?1753296527,https://scryfall.com/card/eoe/99/entropic-battlecruiser,cc59796b-9025-44b6-a188-cf6684ebffb9
,142813,EOE,100,en,U,Faller's Faithful,{2}{B},3.0,Creature — Human Wizard,Lie Setiawan,0.12,0.11,0.16,0.01,https://cards.scryfall.io/large/front/c/b/cbb1b46f-72e0-4c2f-8012-74529bd29a0d.jpg?1752946961,https://scryfall.com/card/eoe/100/fallers-faithful,cbb1b46f-72e0-4c2f-8012-74529bd29a0d
,142815,EOE,101,en,U,Fell Gravship,{2}{B},3.0,Artifact — Spacecraft,David Álvarez,0.06,0.09,0.09,0.01,https://cards.scryfall.io/large/front/e/9/e94b130d-3547-43c5-a319-5ebc571c2e2d.jpg?1753296549,https://scryfall.com/card/eoe/101/fell-gravship,e94b130d-3547-43c5-a319-5ebc571c2e2d
,142817,EOE,102,en,C,Gravblade Heavy,{3}{B},4.0,Creature — Human Soldier,Andrew Mar,0.02,0.05,0.03,0.01,https://cards.scryfall.io/large/front/b/3/b3872341-d711-407b-85e4-46ccb99988e1.jpg?1752946969,https://scryfall.com/card/eoe/102/gravblade-heavy,b3872341-d711-407b-85e4-46ccb99988e1
,142819,EOE,103,en,C,Gravkill,{3}{B},4.0,Instant,Dominik Mayer,0.04,0.08,0.13,0.01,https://cards.scryfall.io/large/front/c/f/cfa6c57f-a193-48cc-9764-d8348548a111.jpg?1753096760,https://scryfall.com/card/eoe/103/gravkill,cfa6c57f-a193-48cc-9764-d8348548a111
,142821,EOE,104,en,C,Gravpack Monoist,{2}{B},3.0,Creature — Human Scout,Edgar Sánchez Hidalgo,0.02,0.05,0.1,0.01,https://cards.scryfall.io/large/front/2/a/2a968f01-36ef-4cf6-b1db-630c9cde2064.jpg?1752946977,https://scryfall.com/card/eoe/104/gravpack-monoist,2a968f01-36ef-4cf6-b1db-630c9cde2064
,142823,EOE,105,en,C,Hullcarver,{B},1.0,Artifact Creature — Robot Assassin,Michal Ivan,0.09,0.08,0.08,0.01,https://cards.scryfall.io/large/front/8/1/817b5b18-beb5-48c8-aa45-0515ff9ca5da.jpg?1752946978,https://scryfall.com/card/eoe/105/hullcarver,817b5b18-beb5-48c8-aa45-0515ff9ca5da
,142825,EOE,106,en,U,Hylderblade,{B},1.0,Artifact — Equipment,Viko Menezes,0.09,0.09,0.1,0.01,https://cards.scryfall.io/large/front/a/c/ac80cf18-0707-4358-bdd4-0c2b90d0a1d9.jpg?1752946985,https://scryfall.com/card/eoe/106/hylderblade,ac80cf18-0707-4358-bdd4-0c2b90d0a1d9
,142827,EOE,107,en,U,Hymn of the Faller,{1}{B},2.0,Sorcery,Danny Schwartz,0.18,0.19,0.15,0.01,https://cards.scryfall.io/large/front/e/4/e468d528-6cf0-4563-9da2-e388ba56cb9d.jpg?1752946985,https://scryfall.com/card/eoe/107/hymn-of-the-faller,e468d528-6cf0-4563-9da2-e388ba56cb9d
,142829,EOE,108,en,C,Insatiable Skittermaw,{2}{B},3.0,Creature — Insect Horror,Diego Gisbert,0.06,0.08,0.04,0.01,https://cards.scryfall.io/large/front/e/9/e9d30cca-ea33-418f-bba3-5103f1dbd751.jpg?1752946993,https://scryfall.com/card/eoe/108/insatiable-skittermaw,e9d30cca-ea33-418f-bba3-5103f1dbd751
,142831,EOE,109,en,U,Lightless Evangel,{1}{B},2.0,Creature — Vampire Cleric,Viko Menezes,0.07,0.1,0.1,0.01,https://cards.scryfall.io/large/front/6/8/6860556a-6c34-4c41-89ea-f0bc495a159c.jpg?1752946994,https://scryfall.com/card/eoe/109/lightless-evangel,6860556a-6c34-4c41-89ea-f0bc495a159c
,142833,EOE,110,en,U,Monoist Circuit-Feeder,{4}{B}{B},6.0,Artifact Creature — Nautilus,Quintin Gleim,0.03,0.1,0.1,0.01,https://cards.scryfall.io/large/front/9/5/957ae7aa-98d6-402a-9b20-e3e5b7e8dfe3.jpg?1752947001,https://scryfall.com/card/eoe/110/monoist-circuit-feeder,957ae7aa-98d6-402a-9b20-e3e5b7e8dfe3
,142835,EOE,111,en,U,Monoist Sentry,{B},1.0,Artifact Creature — Robot,Nino Is,0.06,0.05,0.11,0.01,https://cards.scryfall.io/large/front/a/c/acc503e2-5c3a-4200-beb0-7d193d6c869e.jpg?1752947002,https://scryfall.com/card/eoe/111/monoist-sentry,acc503e2-5c3a-4200-beb0-7d193d6c869e
,142837,EOE,112,en,C,Perigee Beckoner,{4}{B},5.0,Creature — Horror,Dmitry Burmak,0.05,0.11,0.09,0.01,https://cards.scryfall.io/large/front/f/3/f3666a08-d449-496f-969a-bf21d4afbd77.jpg?1752947009,https://scryfall.com/card/eoe/112/perigee-beckoner,f3666a08-d449-496f-969a-bf21d4afbd77
,142839,EOE,113,en,R,Requiem Monolith,{2}{B},3.0,Artifact,Warren Mahy,0.38,0.43,0.06,0.01,https://cards.scryfall.io/large/front/8/3/837d710a-652f-4c60-a52d-d786231160a4.jpg?1752947010,https://scryfall.com/card/eoe/113/requiem-monolith,837d710a-652f-4c60-a52d-d786231160a4
,142841,EOE,114,en,U,Scrounge for Eternity,{2}{B},3.0,Sorcery,Konstantin Porubov,0.14,0.1,0.12,0.01,https://cards.scryfall.io/large/front/b/a/baeff907-017e-4dee-aae1-19dfaab309de.jpg?1752947016,https://scryfall.com/card/eoe/114/scrounge-for-eternity,baeff907-017e-4dee-aae1-19dfaab309de
,142843,EOE,115,en,M,"Sothera, the Supervoid",{2}{B}{B},4.0,Legendary Enchantment,Dominik Mayer,6.31,8.84,2.78,0.28,https://cards.scryfall.io/large/front/e/9/e99d6fc0-dcf2-4b25-81c2-02c230a36246.jpg?1752947018,https://scryfall.com/card/eoe/115/sothera-the-supervoid,e99d6fc0-dcf2-4b25-81c2-02c230a36246
,142845,EOE,116,en,R,Sunset Saboteur,{1}{B},2.0,Creature — Human Rogue,Mirko Failoni,0.39,0.84,0.32,0.14,https://cards.scryfall.io/large/front/3/9/396bca07-82ba-49b7-b79e-7784b3a06d48.jpg?1752947024,https://scryfall.com/card/eoe/116/sunset-saboteur,396bca07-82ba-49b7-b79e-7784b3a06d48
,142847,EOE,117,en,U,Susurian Dirgecraft,{4}{B},5.0,Artifact — Spacecraft,Mark Poole,0.06,0.07,0.13,0.01,https://cards.scryfall.io/large/front/b/6/b67cdb6e-9a3b-4887-924d-318faa3c443d.jpg?1753296605,https://scryfall.com/card/eoe/117/susurian-dirgecraft,b67cdb6e-9a3b-4887-924d-318faa3c443d
,142849,EOE,118,en,U,Susurian Voidborn,{2}{B},3.0,Creature — Vampire Soldier,Jehan Choo,0.18,0.3,0.16,0.01,https://cards.scryfall.io/large/front/b/e/beb97e7b-0ae7-4b08-9ceb-6a7f825bcd49.jpg?1752947031,https://scryfall.com/card/eoe/118/susurian-voidborn,beb97e7b-0ae7-4b08-9ceb-6a7f825bcd49
,142851,EOE,119,en,C,Swarm Culler,{3}{B},4.0,Creature — Insect Warrior,April Prime,0.03,0.03,0.04,0.01,https://cards.scryfall.io/large/front/2/a/2a8f583c-88b6-4797-b93e-3086845fc326.jpg?1752947034,https://scryfall.com/card/eoe/119/swarm-culler,2a8f583c-88b6-4797-b93e-3086845fc326
,142853,EOE,120,en,C,Temporal Intervention,{2}{B},3.0,Sorcery,Chris Rallis,0.08,0.06,0.14,0.01,https://cards.scryfall.io/large/front/7/9/79f9525a-4cb7-411e-b7b5-2113e93bcbc3.jpg?1753352166,https://scryfall.com/card/eoe/120/temporal-intervention,79f9525a-4cb7-411e-b7b5-2113e93bcbc3
,142855,EOE,121,en,U,Timeline Culler,{B}{B},2.0,Creature — Drix Warlock,Alfonso Santano,0.62,0.77,0.38,0.01,https://cards.scryfall.io/large/front/3/3/33410410-72f2-49c4-9e63-a72202cd075a.jpg?1752947042,https://scryfall.com/card/eoe/121/timeline-culler,33410410-72f2-49c4-9e63-a72202cd075a
,142857,EOE,122,en,U,Tragic Trajectory,{B},1.0,Sorcery,Ovidio Cartagena,0.45,0.38,0.24,0.05,https://cards.scryfall.io/large/front/7/8/78c8bc60-1378-4028-8ab1-3286e459bffb.jpg?1752947046,https://scryfall.com/card/eoe/122/tragic-trajectory,78c8bc60-1378-4028-8ab1-3286e459bffb
,142859,EOE,123,en,U,Umbral Collar Zealot,{1}{B},2.0,Creature — Human Cleric,Dmitry Burmak,0.98,1.19,1.77,0.01,https://cards.scryfall.io/large/front/b/b/bbcc1d84-9772-475d-924a-75bb54c9bc20.jpg?1752947051,https://scryfall.com/card/eoe/123/umbral-collar-zealot,bbcc1d84-9772-475d-924a-75bb54c9bc20
,142861,EOE,124,en,C,Virus Beetle,{1}{B},2.0,Artifact Creature — Insect,Leesha Hannigan,0.03,0.07,0.04,0.01,https://cards.scryfall.io/large/front/e/9/e96c986c-684c-4546-a9c9-b6b903bda101.jpg?1752947055,https://scryfall.com/card/eoe/124/virus-beetle,e96c986c-684c-4546-a9c9-b6b903bda101
,142863,EOE,125,en,U,Voidforged Titan,{4}{B},5.0,Artifact Creature — Robot Warrior,Diego Gisbert,0.06,0.07,0.04,0.01,https://cards.scryfall.io/large/front/6/1/6119c016-01b2-44f3-9550-6988324c1d1f.jpg?1752947060,https://scryfall.com/card/eoe/125/voidforged-titan,6119c016-01b2-44f3-9550-6988324c1d1f
,142865,EOE,126,en,U,Vote Out,{3}{B},4.0,Sorcery,David Álvarez,0.06,0.12,0.04,0.01,https://cards.scryfall.io/large/front/4/f/4f50bb47-cc4d-4b81-b5f1-817ca8744d12.jpg?1752947062,https://scryfall.com/card/eoe/126/vote-out,4f50bb47-cc4d-4b81-b5f1-817ca8744d12
,142867,EOE,127,en,R,"Xu-Ifit, Osteoharmonist",{1}{B}{B},3.0,Legendary Creature — Human Wizard,Michal Ivan,0.25,0.43,0.02,0.01,https://cards.scryfall.io/large/front/c/0/c0838f25-2193-4305-b73a-bf0c0bb4981a.jpg?1752947068,https://scryfall.com/card/eoe/127/xu-ifit-osteoharmonist,c0838f25-2193-4305-b73a-bf0c0bb4981a
,142869,EOE,128,en,R,Zero Point Ballad,{X}{B},1.0,Sorcery,David Astruga,0.36,0.52,0.02,0.01,https://cards.scryfall.io/large/front/5/9/59cf9f4d-54cd-4cda-9726-65e16100ab46.jpg?1752947069,https://scryfall.com/card/eoe/128/zero-point-ballad,59cf9f4d-54cd-4cda-9726-65e16100ab46
,142871,EOE,129,en,C,Bombard,{2}{R},3.0,Instant,Diego Gisbert,0.05,0.04,0.02,0.01,https://cards.scryfall.io/large/front/2/9/29492df8-3077-4ded-a6e2-51d3bd4669b4.jpg?1752947077,https://scryfall.com/card/eoe/129/bombard,29492df8-3077-4ded-a6e2-51d3bd4669b4
,142873,EOE,130,en,U,Cut Propulsion,{2}{R},3.0,Instant,Andrea Piparo,0.05,0.05,0.08,0.01,https://cards.scryfall.io/large/front/d/9/d96f1c41-3d11-48a8-b962-db46a2d054de.jpg?1752947077,https://scryfall.com/card/eoe/130/cut-propulsion,d96f1c41-3d11-48a8-b962-db46a2d054de
,142875,EOE,131,en,U,Debris Field Crusher,{4}{R},5.0,Artifact — Spacecraft,David Álvarez,0.05,0.09,0.08,0.01,https://cards.scryfall.io/large/front/e/a/ea713f35-6442-4388-8839-2714374fb4b6.jpg?1753296519,https://scryfall.com/card/eoe/131/debris-field-crusher,ea713f35-6442-4388-8839-2714374fb4b6
,142877,EOE,132,en,M,Devastating Onslaught,{X}{X}{R},1.0,Sorcery,Chris Seaman,1.87,3.65,1.03,0.24,https://cards.scryfall.io/large/front/f/c/fc779971-24e2-46a8-86be-16f0b244a3d2.jpg?1752947086,https://scryfall.com/card/eoe/132/devastating-onslaught,fc779971-24e2-46a8-86be-16f0b244a3d2
,142879,EOE,133,en,C,Drill Too Deep,{1}{R},2.0,Instant,Bartek Fedyczak,0.08,0.09,0.02,0.01,https://cards.scryfall.io/large/front/b/9/b9d3b6e8-47c8-49e3-b204-8b659e127bde.jpg?1752947092,https://scryfall.com/card/eoe/133/drill-too-deep,b9d3b6e8-47c8-49e3-b204-8b659e127bde
,142881,EOE,134,en,C,Frontline War-Rager,{2}{R},3.0,Creature — Kavu Soldier,Jason Rainville,0.03,0.05,0.06,0.01,https://cards.scryfall.io/large/front/f/a/fa232943-818b-4944-be60-2d80c806bf62.jpg?1752947094,https://scryfall.com/card/eoe/134/frontline-war-rager,fa232943-818b-4944-be60-2d80c806bf62
,142883,EOE,135,en,U,Full Bore,{R},1.0,Instant,Olivier Bernard,0.11,0.19,0.11,0.01,https://cards.scryfall.io/large/front/c/f/cfee64ef-d22d-4024-bc65-59cbd1731d1c.jpg?1752947099,https://scryfall.com/card/eoe/135/full-bore,cfee64ef-d22d-4024-bc65-59cbd1731d1c
,142885,EOE,136,en,U,Galvanizing Sawship,{5}{R},6.0,Artifact — Spacecraft,Constantin Marin,0.06,0.04,0.02,0.01,https://cards.scryfall.io/large/front/5/b/5bbce9fb-401f-4e78-acd5-9d3b506687fd.jpg?1753296558,https://scryfall.com/card/eoe/136/galvanizing-sawship,5bbce9fb-401f-4e78-acd5-9d3b506687fd
,142887,EOE,137,en,U,Invasive Maneuvers,{1}{R},2.0,Instant,Leon Tukker,0.08,0.09,0.07,0.01,https://cards.scryfall.io/large/front/b/6/b68010e2-7810-43cb-a52e-e73b1834e54e.jpg?1752947108,https://scryfall.com/card/eoe/137/invasive-maneuvers,b68010e2-7810-43cb-a52e-e73b1834e54e
,142889,EOE,138,en,C,Kav Landseeker,{3}{R},4.0,Creature — Kavu Soldier,Karl Kopinski,0.03,0.04,0.09,0.01,https://cards.scryfall.io/large/front/7/a/7a5a7e89-50e3-43cb-af93-d7d80a630c11.jpg?1752947111,https://scryfall.com/card/eoe/138/kav-landseeker,7a5a7e89-50e3-43cb-af93-d7d80a630c11
,142891,EOE,139,en,U,Kavaron Harrier,{R},1.0,Artifact Creature — Robot Soldier,Hardy Fowler,0.06,0.1,0.14,0.01,https://cards.scryfall.io/large/front/1/d/1da2a740-e4ff-4661-ba57-39b15c58e26e.jpg?1752947115,https://scryfall.com/card/eoe/139/kavaron-harrier,1da2a740-e4ff-4661-ba57-39b15c58e26e
,142893,EOE,140,en,C,Kavaron Skywarden,{4}{R},5.0,Creature — Kavu Soldier,Diana Franco,0.03,0.05,0.04,0.01,https://cards.scryfall.io/large/front/6/1/617038a8-0544-4d0e-8ff1-c786e60ecd59.jpg?1752947119,https://scryfall.com/card/eoe/140/kavaron-skywarden,617038a8-0544-4d0e-8ff1-c786e60ecd59
,142895,EOE,141,en,C,Kavaron Turbodrone,{2}{R},3.0,Artifact Creature — Robot Scout,Leesha Hannigan,0.05,0.04,0.11,0.01,https://cards.scryfall.io/large/front/f/5/f5e92cdd-75df-499e-94f7-22287f1000b3.jpg?1753683197,https://scryfall.com/card/eoe/141/kavaron-turbodrone,f5e92cdd-75df-499e-94f7-22287f1000b3
,142897,EOE,142,en,U,Lithobraking,{2}{R},3.0,Instant,Andrew Mar,0.08,0.11,0.12,0.01,https://cards.scryfall.io/large/front/5/a/5a22024c-2c0f-4487-98d1-ee89cf3dba89.jpg?1752947127,https://scryfall.com/card/eoe/142/lithobraking,5a22024c-2c0f-4487-98d1-ee89cf3dba89
,142899,EOE,143,en,C,Melded Moxite,{1}{R},2.0,Artifact,Alexandr Leskinen,0.03,0.12,0.04,0.01,https://cards.scryfall.io/large/front/4/7/474c067f-eb24-4ae8-b4c0-f6f8e24cdb2a.jpg?1752947131,https://scryfall.com/card/eoe/143/melded-moxite,474c067f-eb24-4ae8-b4c0-f6f8e24cdb2a
,142901,EOE,144,en,U,Memorial Team Leader,{3}{R},4.0,Creature — Kavu Soldier,Andrew Mar,0.03,0.04,0.17,0.01,https://cards.scryfall.io/large/front/3/d/3ddc240a-62df-4773-98d7-48a9adaf1846.jpg?1752947135,https://scryfall.com/card/eoe/144/memorial-team-leader,3ddc240a-62df-4773-98d7-48a9adaf1846
,142903,EOE,145,en,R,Memorial Vault,{3}{R},4.0,Artifact,Javier Charro,0.1,0.17,0.02,0.01,https://cards.scryfall.io/large/front/a/1/a14ecd13-325a-4555-b1dd-d0d0d0826031.jpg?1752947139,https://scryfall.com/card/eoe/145/memorial-vault,a14ecd13-325a-4555-b1dd-d0d0d0826031
,142905,EOE,146,en,U,Molecular Modifier,{2}{R},3.0,Creature — Kavu Artificer,Konstantin Porubov,0.03,0.08,0.09,0.01,https://cards.scryfall.io/large/front/7/b/7b80b9c9-a871-4c04-b8be-feb81a900591.jpg?1753683209,https://scryfall.com/card/eoe/146/molecular-modifier,7b80b9c9-a871-4c04-b8be-feb81a900591
,142907,EOE,147,en,C,Nebula Dragon,{6}{R},7.0,Creature — Dragon,Greg Staples,0.05,0.05,0.11,0.01,https://cards.scryfall.io/large/front/0/e/0ee509dd-9fba-4b6d-a9d4-cc8bf5822ddd.jpg?1752947147,https://scryfall.com/card/eoe/147/nebula-dragon,0ee509dd-9fba-4b6d-a9d4-cc8bf5822ddd
,142909,EOE,148,en,R,Nova Hellkite,{3}{R}{R},5.0,Creature — Dragon,Raymond Swanland,1.09,1.33,0.69,0.38,https://cards.scryfall.io/large/front/4/2/424af0d0-398c-4d78-9ad5-2171bf1bcbd1.jpg?1752947152,https://scryfall.com/card/eoe/148/nova-hellkite,424af0d0-398c-4d78-9ad5-2171bf1bcbd1
,142911,EOE,149,en,C,Orbital Plunge,{3}{R},4.0,Sorcery,Inkognit,0.03,0.04,0.08,0.01,https://cards.scryfall.io/large/front/2/d/2dc7cc17-5319-4694-99c6-8c56a0b40a44.jpg?1752947156,https://scryfall.com/card/eoe/149/orbital-plunge,2dc7cc17-5319-4694-99c6-8c56a0b40a44
,142913,EOE,150,en,C,Oreplate Pangolin,{1}{R},2.0,Artifact Creature — Robot Pangolin,Dmitry Burmak,0.12,0.06,0.16,0.01,https://cards.scryfall.io/large/front/9/0/90209957-95db-4b59-979a-316d14ef876c.jpg?1752947160,https://scryfall.com/card/eoe/150/oreplate-pangolin,90209957-95db-4b59-979a-316d14ef876c
,142915,EOE,151,en,R,Pain for All,{2}{R},3.0,Enchantment — Aura,Dmitry Burmak,0.57,1.79,0.41,0.01,https://cards.scryfall.io/large/front/d/2/d2948913-817b-4715-92d5-ed3cde347be7.jpg?1752947164,https://scryfall.com/card/eoe/151/pain-for-all,d2948913-817b-4715-92d5-ed3cde347be7
,142917,EOE,152,en,C,Plasma Bolt,{R},1.0,Sorcery,Viko Menezes,0.07,0.14,0.07,0.01,https://cards.scryfall.io/large/front/a/1/a1a1834b-76c2-4496-b8c5-18b69ab34c4c.jpg?1752947168,https://scryfall.com/card/eoe/152/plasma-bolt,a1a1834b-76c2-4496-b8c5-18b69ab34c4c
,142919,EOE,153,en,R,Possibility Technician,{2}{R},3.0,Creature — Kavu Artificer,Antonio José Manzanedo,0.16,0.19,0.14,0.01,https://cards.scryfall.io/large/front/4/b/4b146c78-403f-48c8-941d-41114498bb89.jpg?1752947171,https://scryfall.com/card/eoe/153/possibility-technician,4b146c78-403f-48c8-941d-41114498bb89
,142921,EOE,154,en,C,Red Tiger Mechan,{3}{R},4.0,Artifact Creature — Robot Cat,Simon Dominic,0.03,0.08,0.08,0.01,https://cards.scryfall.io/large/front/b/7/b7b2fa48-cd2d-42ea-afd8-8cbd7a1bcdab.jpg?1752947176,https://scryfall.com/card/eoe/154/red-tiger-mechan,b7b2fa48-cd2d-42ea-afd8-8cbd7a1bcdab
,142923,EOE,155,en,U,Remnant Elemental,{1}{R},2.0,Creature — Elemental,Nereida,0.03,0.02,0.05,0.01,https://cards.scryfall.io/large/front/8/3/830d5532-3b24-470e-912f-f0f5df1cb530.jpg?1752947179,https://scryfall.com/card/eoe/155/remnant-elemental,830d5532-3b24-470e-912f-f0f5df1cb530
